category,stockNo,stockName,lastPrice,revenue,revenueGrowthYOY,operatingProfit,operatingProfitMargin,netProfit,netProfitMargin,EPS,EPSGrowthYOYPercent,yrEnd
Environmental Goods,03718.HK,BJ ENT URBAN,1.000,3.52B,29.000%,703.78M,19.993%,426.83M,12.126%,0.120,14.875%,2020/12
Environmental Goods,03989.HK,CAPITAL ENV,0.136,9.11B,37.000%,1.03B,11.344%,554.28M,6.082%,0.039,63.508%,2020/12
Environmental Goods,03996.HK,CH ENERGY ENG,0.770,322.20B,16.000%,15.16B,4.706%,5.38B,1.671%,0.180,-5.019%,2020/12
Environmental Goods,06805.HK,KIMOU ENVIRON,0.920,863.80M,20.000%,206.60M,23.917%,122.30M,14.158%,0.107,59.987%,2020/12
Industrial Goods,01166.HK,SOLARTECH INT'L,0.069,288.27M,-9.000%,-96.56M,-33.495%,-142.26M,-49.349%,-0.060,52.756%,2020/06
Industrial Goods,01286.HK,IMPRO PRECISION,2.400,2.92B,-19.000%,-32.02M,-1.095%,-148.19M,-5.067%,-0.079,N/A,2020/12
Industrial Goods,01366.HK,JIANGNAN GP,0.395,15.89B,-2.000%,261.25M,1.644%,202.02M,1.271%,0.033,-65.638%,2020/12
Industrial Goods,01480.HK,YAN TAT GROUP,1.790,587.13M,-9.000%,50.55M,8.609%,38.70M,6.592%,0.161,-30.901%,2020/12
Industrial Goods,01596.HK,YICHEN IND,3.760,1.36B,7.000%,356.57M,26.195%,300.64M,22.086%,0.334,35.746%,2020/12
Electronic Component ,00117.HK,TIANLI HOLDINGS,0.610,526.31M,5.000%,11.11M,2.110%,-6.87M,-1.306%,-0.010,94.951%,2020/12
Electronic Component ,00732.HK,TRULY INT'L,2.080,22.17B,-1.000%,738.67M,3.332%,502.29M,2.265%,0.153,-10.702%,2020/12
Electronic Component ,00854.HK,WILLAS-ARRAY,4.070,3.56B,12.000%,116.47M,3.274%,92.48M,2.599%,1.085,N/A,2021/03
Electronic Component ,01184.HK,S.A.S. DRAGON,3.280,20.16B,9.000%,409.47M,2.031%,261.90M,1.299%,0.419,10.773%,2020/12
Electronic Component ,01213.HK,MOBICON GROUP,0.455,456.37M,-1.000%,23.24M,5.092%,12.15M,2.663%,0.061,N/A,2021/03
Environmental Goods,08169.HK,ECO-TEK HLDGS,0.073,92.64M,-3.000%,9.24M,9.978%,-7.79M,-8.405%,-0.012,N/A,2020/10  
Industrial Goods,01611.HK,HUOBI TECH,13.780,276.56M,-11.000%,-32.59M,-11.783%,-32.58M,-11.781%,-0.107,-435.874%,2020/09
Electronic Component ,01401.HK,SPROCOMM INTEL,0.760,2.60B,-25.000%,40.11M,1.542%,36.80M,1.415%,0.037,-33.821%,2020/12
Electronic Component ,01415.HK,COWELL,4.990,5.82B,37.000%,413.83M,7.115%,328.88M,5.654%,0.395,45.078%,2020/12
Electronic Component ,01725.HK,HK AERO TECH,29.200,652.95M,6.000%,24.37M,3.732%,20.65M,3.162%,0.069,-27.513%,2020/12
Electronic Component ,01979.HK,TEN PAO GROUP,2.080,4.49B,23.000%,380.45M,8.476%,289.06M,6.440%,0.289,63.277%,2020/12
Electronic Component ,02018.HK,AAC TECH,56.950,20.43B,2.000%,1.96B,9.612%,1.80B,8.790%,1.490,-27.542%,2020/12
Electronic Component ,02382.HK,SUNNY OPTICAL,236.600,45.29B,7.000%,6.73B,14.849%,5.81B,12.820%,5.313,30.331%,2020/12
Electronic Component ,09918.HK,WISE ALLY INTL,0.139,819.50M,-16.000%,14.69M,1.793%,1.45M,0.177%,0.001,-96.818%,2020/12
Electric Equipment,00042.HK,NE ELECTRIC,0.630,95.11M,-16.000%,138.16M,145.264%,76.25M,80.175%,0.087,N/A,2020/12
Securities,00064.HK,GET NICE,0.188,513.88M,-3.000%,306.54M,60.989%,189.64M,37.731%,0.020,60.656%,2021/03
Electric Equipment,01072.HK,DONGFANG ELEC,6.120,44.44B,21.000%,2.57B,5.794%,2.22B,4.994%,0.715,56.084%,2020/12
Electric Equipment,01133.HK,HARBIN ELECTRIC,2.090,28.61B,11.000%,47.20M,0.165%,-8.68M,-0.030%,-0.005,N/A,2020/12
Electric Equipment,01185.HK,CHINA ENERGINE,0.153,38.31M,-35.000%,-417.74M,"-1,090.513%",-1.05B,"-2,728.760%",-0.239,20.814%,2019/12
Electric Equipment,01597.HK,NATURE ENERGY T,1.540,403.93M,N/A,64.06M,15.858%,47.88M,11.854%,0.240,N/A,2020/12
Electric Equipment,01685.HK,BOER POWER,0.450,973.38M,18.000%,93.93M,9.650%,18.86M,1.938%,0.025,347.962%,2020/12
Commercial Vehicle,00317.HK,COMEC,7.380,13.84B,-43.000%,4.30B,31.081%,4.37B,31.549%,3.088,612.426%,2020/12
Securities,00111.HK,CINDA INTL HLDG,0.455,292.45M,-9.000%,47.81M,22.444%,83.67M,39.278%,0.131,62.313%,2020/12
Securities,00139.HK,CENTRALWEALTHGP,0.017,669.85M,-29.000%,34.04M,5.082%,27.76M,4.144%,0.002,-87.324%,2020/12
Securities,00188.HK,SUNWAH KINGSWAY,0.375,112.77M,-34.000%,-35.49M,-31.467%,-40.93M,-36.297%,-0.058,-23.293%,2020/06
Securities,00218.HK,SWHYHK,1.000,853.90M,26.000%,208.96M,25.016%,175.63M,21.025%,0.113,20.064%,2020/12
Securities,00227.HK,FIRST SHANGHAI,0.340,457.99M,-14.000%,-76.32M,-16.664%,-90.33M,-19.723%,-0.064,N/A,2020/12
Electric Equipment,02208.HK,GOLDWIND,11.620,66.92B,58.000%,3.88B,5.801%,3.53B,5.278%,0.799,40.119%,2020/12
Commercial Vehicle,00651.HK,CHI OCEAN IND,0.125,-19.71M,-95.000%,-892.79M,"4,530.759%",-1.09B,"5,521.497%",-3.190,29.581%,2019/12
Commercial Vehicle,00716.HK,SINGAMAS CONT,0.950,2.15B,-61.000%,-17.35M,-0.816%,35.48M,1.668%,0.015,N/A,2020/12
Commercial Vehicle,01122.HK,QINGLING MOTORS,1.660,6.07B,14.000%,323.11M,5.327%,358.75M,5.915%,0.143,-8.579%,2020/12
Commercial Vehicle,01766.HK,CRRC,3.380,271.34B,6.000%,18.26B,6.729%,13.51B,4.977%,0.465,1.455%,2020/12
Commercial Vehicle,01839.HK,CIMC VEHICLES,7.840,31.28B,20.000%,1.81B,5.782%,1.35B,4.311%,0.763,-8.985%,2020/12
Securities,00231.HK,PING AN SEC GP,0.010,6.41M,-84.000%,-481.12M,"-29,809.418%",-703.25M,"-43,572.057%",-0.136,29.188%,2020/12
Securities,00245.HK,CHINA VERED FIN,0.100,318.33M,69.000%,415.10M,130.400%,323.45M,101.610%,0.010,N/A,2020/12
Securities,00263.HK,GT GROUP HLDG,0.039,55.95M,-158.000%,-521.31M,-931.774%,-541.44M,-967.756%,-3.860,27.307%,2019/12
Securities,00279.HK,FREEMAN FINTECH,0.090,26.17M,-61.000%,-701.79M,"-2,681.340%",-701.69M,"-2,680.969%",-0.380,82.569%,2021/03
Commercial Vehicle,03808.HK,SINOTRUK,15.820,117.04B,67.000%,11.29B,9.644%,8.17B,6.976%,2.956,109.929%,2020/12
Commercial Vehicle,03898.HK,CRRC TIMES ELEC,45.200,19.11B,4.000%,3.31B,17.323%,2.95B,15.439%,2.515,-0.421%,2020/12
Securities,00290.HK,C FORTUNE FIN,0.280,131.72M,-26.000%,-7.59M,-5.762%,-13.50M,-10.245%,-0.015,81.154%,2021/03
Securities,00510.HK,CASH FIN SER GP,0.740,115.38M,3.000%,-39.14M,-37.749%,-39.18M,-37.785%,-0.159,65.479%,2020/12
Securities,00585.HK,IMAGI INT'L,1.140,167.10M,-519.000%,312.42M,194.201%,265.87M,165.267%,0.340,N/A,2020/12
Securities,00619.HK,SOUTH CHINA FIN,0.540,101.30M,-51.000%,-242.17M,-270.612%,-268.23M,-299.734%,-0.890,-246.304%,2020/12
Securities,00622.HK,OSHIDORI,0.650,293.34M,-4.000%,3.21B,"1,145.028%",2.82B,"1,005.336%",0.469,N/A,2020/12
Securities,00665.HK,HAITONG INT'L,2.130,8.23B,N/A,2.30B,27.619%,1.93B,23.205%,0.330,22.793%,2020/12
Securities,00717.HK,EMPEROR CAPITAL,0.131,929.18M,-14.000%,-679.66M,-74.085%,-689.75M,-75.184%,-0.102,-166.406%,2020/09
Securities,00804.HK,PINESTONE,0.050,31.87M,22.000%,-19.31M,-60.711%,-18.83M,-59.193%,-0.004,N/A,2020/12
Securities,00812.HK,SWSI,0.077,288.31M,9.000%,-138.49M,-55.136%,-138.49M,-55.136%,-0.038,62.274%,2020/12
Securities,00821.HK,VC HOLDINGS,0.250,83.44M,56.000%,-30.63M,-39.309%,-31.69M,-40.672%,-0.024,68.906%,2020/12
Other Financials,00033.HK,AMBER HILL FIN,1.440,135.61M,102.000%,12.45M,9.181%,-380.38M,-280.486%,-3.725,-268.083%,2019/12
Securities,00952.HK,TONGHAI FIN,0.260,1.12B,43.000%,113.33M,10.259%,103.25M,9.347%,0.017,"1,831.034%",2020/12
Securities,01031.HK,KINGSTON FIN,0.550,2.08B,-22.000%,275.94M,13.422%,56.25M,2.736%,0.003,-88.966%,2021/03
Securities,01073.HK,DA YU FIN,0.285,111.59M,135.000%,58.77M,53.108%,48.71M,44.014%,0.043,-94.900%,2020/12
Securities,01141.HK,CMBC CAPITAL,0.096,1.02B,4.000%,485.18M,47.605%,393.22M,38.582%,0.008,10.667%,2020/12
Securities,01375.HK,CC SECURITIES,1.470,3.70B,39.000%,177.37M,4.795%,124.32M,3.361%,0.024,6.658%,2020/12
Other Financials,00086.HK,SUN HUNG KAI CO,4.220,4.13B,-2.000%,3.16B,79.692%,2.55B,64.287%,1.283,22.893%,2020/12
Other Financials,00109.HK,GOODRESOURCES,0.085,122.18M,-16.000%,82.68M,97.658%,54.12M,63.923%,0.008,-26.923%,2019/06
Other Financials,00172.HK,GOLDBOND GROUP,0.080,23.01M,157.000%,-35.02M,-152.188%,-60.04M,-260.909%,-0.022,-14.211%,2021/03
Other Financials,00211.HK,STYLAND HOLD,0.305,50.89M,-2.000%,-38.90M,-82.739%,-38.90M,-82.739%,-0.060,50.000%,2021/03
Other Financials,00260.HK,AVIC JOY HLDG,0.031,5.90M,-62.000%,-78.06M,"-1,322.378%",-85.56M,"-1,449.466%",-0.014,80.593%,2020/12
Securities,01428.HK,BRIGHT SMART,1.990,1.56B,41.000%,1.06B,82.198%,703.91M,54.770%,0.415,49.441%,2021/03
Securities,01456.HK,GUOLIAN SEC,3.680,3.20B,34.000%,938.29M,29.402%,700.68M,21.956%,0.334,10.608%,2020/12
Securities,01461.HK,LUZHENG FUTURES,0.550,582.62M,61.000%,134.92M,23.157%,67.74M,11.627%,0.072,113.315%,2020/12
Securities,01469.HK,GET NICE FIN,0.880,385.15M,3.000%,257.88M,67.629%,213.21M,55.913%,0.090,50.000%,2021/03
Securities,01476.HK,HENGTOU SEC,3.150,4.39B,2.000%,713.39M,16.676%,505.44M,11.815%,0.191,-31.739%,2020/12
Insurance,00376.HK,YUNFENG FIN,2.880,10.67B,28.000%,952.51M,11.949%,618.32M,7.757%,0.186,132.500%,2020/12
Other Financials,00318.HK,VONGROUP,0.490,35.14M,N/A,9.92M,29.157%,10.22M,30.033%,0.053,-53.859%,2020/04
Other Financials,00335.HK,UPBEST GROUP,0.830,121.63M,-30.000%,34.86M,29.242%,46.23M,38.774%,0.017,-5.556%,2021/03
Other Financials,00373.HK,ALLIED GROUP,3.200,4.97B,-13.000%,1.72B,35.406%,2.04B,42.049%,0.580,-19.444%,2020/12
Other Financials,00379.HK,EG LEASING,0.150,66.18M,-6.000%,-336.94M,-509.094%,-242.93M,-367.057%,-0.161,-462.587%,2020/12
Other Financials,00388.HK,HKEX,455.800,19.19B,17.000%,13.44B,79.857%,11.51B,68.340%,9.110,21.629%,2020/12
Insurance,00662.HK,ASIA FINANCIAL,3.730,1.75B,2.000%,317.83M,18.183%,337.95M,19.335%,0.354,-16.114%,2020/12
Insurance,00945.HK,MANULIFE-S,152.600,252.17B,2.000%,41.24B,16.352%,34.71B,13.765%,17.905,8.343%,2020/12
Insurance,00966.HK,CHINA TAIPING,12.900,270.11B,10.000%,14.84B,5.493%,6.55B,2.425%,1.822,-25.845%,2020/12
Insurance,01299.HK,AIA,95.800,390.43B,6.000%,56.50B,14.470%,44.80B,11.476%,3.721,-4.419%,2020/12
Insurance,01336.HK,NCI,26.000,242.98B,26.000%,18.15B,7.469%,17.04B,7.012%,5.459,4.602%,2020/12
Other Financials,00397.HK,POWER FINANCIAL,0.100,101.72M,20.000%,46.72M,45.928%,44.19M,43.444%,0.016,N/A,2020/12
Other Financials,00412.HK,CSFG,0.470,1.27B,42.000%,-68.11M,-5.353%,-284.70M,-22.376%,-0.012,86.348%,2020/12
Other Financials,00431.HK,G CHINA FIN,0.204,392.32M,159.000%,-266.92M,-68.036%,-335.63M,-85.550%,-0.046,-54.698%,2020/12
Other Financials,00474.HK,ACESO LIFE SCI,0.214,346.00M,17.000%,-519.00M,-150.000%,-376.00M,-108.671%,-0.057,-16.701%,2021/03
Other Financials,00530.HK,GOLDIN FIN HOLD,0.295,589.09M,-2.000%,-7.43B,"-1,261.001%",-7.46B,"-1,266.550%",-1.067,N/A,2020/06
Investments & Assets Management,00053.HK,GUOCO GROUP,89.100,113.49B,-16.000%,-1.15B,-1.009%,-872.87M,-0.769%,-2.713,N/A,2020/06
Insurance,01339.HK,PICC GROUP,2.600,693.21B,12.000%,24.07B,3.473%,23.88B,3.445%,0.536,-4.008%,2020/12
Insurance,01508.HK,CHINA RE,0.790,200.47B,25.000%,6.20B,3.092%,6.81B,3.395%,0.155,-0.961%,2020/12
Insurance,02318.HK,PING AN,74.900,"1,575.00B",10.000%,223.80B,14.209%,170.56B,10.829%,9.654,2.726%,2020/12
Insurance,02328.HK,PICC P&C,6.890,516.32B,6.000%,24.70B,4.784%,24.87B,4.817%,1.118,-8.384%,2020/12
Insurance,02378.HK,PRU,150.900,433.96B,-40.000%,14.75B,3.398%,16.42B,3.784%,6.326,168.131%,2020/12
Other Financials,00559.HK,DETAI NEWENERGY,0.054,48.92M,-22.000%,-125.59M,-256.709%,-163.52M,-334.246%,-0.010,-5.051%,2020/06
Other Financials,00605.HK,C FIN SERVICES,1.700,765.33M,-9.000%,325.55M,42.537%,182.45M,23.839%,0.874,-30.525%,2019/12
Other Financials,00628.HK,GOME FIN TECH,0.530,140.55M,26.000%,26.91M,26.053%,17.06M,16.519%,0.006,N/A,2020/12
Other Financials,00629.HK,YUE DA INTL,0.315,62.57M,1.000%,19.85M,34.943%,12.51M,22.030%,0.011,-62.794%,2020/12
Investments & Assets Management,00068.HK,LEE HING,0.520,17.02M,-15.000%,-436.26M,"-2,562.641%",-446.50M,"-2,622.750%",-3.042,7.302%,2020/12
Investments & Assets Management,00080.HK,CNEWECON FUND,0.211,3.42M,-37.000%,-30.77M,-900.509%,-31.11M,-910.325%,-0.060,33.333%,2020/12
Investments & Assets Management,00133.HK,CHINA MERCHANTS,9.730,134.70M,5.000%,942.41M,754.679%,696.12M,557.452%,4.567,-12.211%,2020/12
Investments & Assets Management,00165.HK,CHINA EB LTD,9.080,22.68B,79.000%,3.66B,16.140%,2.26B,9.982%,1.344,1.281%,2020/12
Investments & Assets Management,00174.HK,GEMINI INV,0.770,603.86M,422.000%,-135.96M,-22.515%,-233.04M,-38.591%,-0.410,-95.238%,2020/12
Banks,00005.HK,HSBC HOLDINGS,44.850,390.98B,-10.000%,55.67B,14.238%,30.22B,7.730%,1.473,-36.943%,2020/12
Insurance,02601.HK,CPIC,24.100,499.36B,16.000%,34.24B,6.856%,29.30B,5.868%,3.135,-8.330%,2020/12
Insurance,02628.HK,CHINA LIFE,15.320,959.43B,17.000%,55.01B,5.733%,59.91B,6.245%,2.110,-7.910%,2020/12
Insurance,06060.HK,ZA ONLINE,42.150,22.04B,30.000%,214.83M,0.975%,660.06M,2.995%,0.453,N/A,2020/12
Insurance,06161.HK,TARGET INS,0.890,498.86M,12.000%,61.19M,12.879%,62.03M,13.055%,0.119,N/A,2020/12
Insurance,08109.HK,KIRIN GROUP,0.270,69.18M,-28.000%,-85.43M,-123.500%,-86.65M,-125.262%,-0.349,N/A,2020/12
Other Financials,00668.HK,DOYEN INTL HOLD,0.245,126.61M,240.000%,39.43M,38.005%,114.55M,110.402%,0.090,N/A,2020/12
Other Financials,00730.HK,SHOUGANG GRAND,0.148,85.38M,9.000%,35.57M,41.663%,5.98M,7.004%,0.002,N/A,2020/12
Other Financials,00736.HK,CHINA PPT INV,0.475,71.04M,37.000%,47.49M,66.849%,32.02M,45.073%,0.240,N/A,2021/03
Other Financials,00764.HK,ETERNITY INV,0.295,221.76M,11.000%,-122.29M,-55.148%,-140.86M,-63.519%,-0.037,32.664%,2020/12
Other Financials,00766.HK,SINO PROSPER GP,0.035,34.06M,-2.000%,-22.49M,-66.015%,-18.04M,-52.965%,-0.011,72.070%,2020/03
Investments & Assets Management,00204.HK,CHINA INV DEV,0.202,1.04M,"1,058.000%",-15.45M,N/A,-15.45M,N/A,-0.015,70.103%,2021/03
Investments & Assets Management,00235.HK,CHINA STRATEGIC,0.110,276.93M,-64.000%,2.71B,"1,058.315%",2.28B,890.663%,0.133,N/A,2020/12
Investments & Assets Management,00310.HK,PROSP INV HOLD,0.034,2.26M,-31.000%,-66.64M,"-2,948.850%",-66.64M,"-2,948.850%",-0.055,15.123%,2020/12
Investments & Assets Management,00329.HK,OCI INTL,3.990,126.83M,24.000%,10.91M,8.603%,-19.56M,-15.419%,-0.017,81.510%,2020/12
Investments & Assets Management,00339.HK,CORE ECON INV,0.480,618.88K,216.000%,-9.09M,"-1,468.857%",-9.09M,"-1,468.857%",-0.049,28.986%,2020/12
Banks,00011.HK,HANG SENG BANK,155.700,54.32B,24.000%,20.13B,37.048%,15.99B,29.430%,8.360,-34.534%,2020/12
Banks,00023.HK,BANK OF E ASIA,14.220,17.31B,-12.000%,3.26B,18.816%,2.82B,16.303%,0.970,8.989%,2020/12
Banks,00416.HK,BANKOFJINZHOU,1.830,11.10B,-57.000%,391.12M,3.525%,-246.92M,-2.225%,-0.024,82.224%,2020/12
Banks,00440.HK,DAH SING,26.350,5.92B,N/A,2.26B,38.081%,1.16B,19.553%,3.620,-31.439%,2020/12
Banks,00626.HK,PUBLIC FIN HOLD,2.530,1.56B,-2.000%,480.30M,30.829%,397.00M,25.482%,0.362,-14.824%,2020/12
Other Financials,00767.HK,ZHONG JI LS,0.630,80.02M,-45.000%,-9.17M,-11.462%,-11.49M,-14.355%,-0.003,98.594%,2020/12
Other Financials,00863.HK,BC TECH GROUP,18.120,258.05M,40.000%,-267.47M,-103.650%,-295.40M,-114.476%,-0.954,7.254%,2020/12
Other Financials,00900.HK,AEON CREDIT,5.030,946.77M,-15.000%,355.04M,37.500%,301.58M,31.853%,0.720,-18.502%,2021/02
Other Financials,00986.HK,CH ENV ENERGY,0.113,105.65M,16.000%,4.47M,4.232%,4.45M,4.209%,0.007,N/A,2021/03
Investments & Assets Management,00356.HK,DT CAPITAL,0.040,1.65M,-29.000%,-41.05M,"-3,405.860%",-40.91M,"-3,394.651%",-0.018,-58.407%,2020/12
Investments & Assets Management,00372.HK,PT INTL DEV,0.360,1.47B,17.000%,166.46M,11.337%,167.06M,11.378%,0.083,N/A,2021/03
Investments & Assets Management,00378.HK,FDG KINETIC,0.018,41.98M,-66.000%,-331.36M,-789.373%,-357.42M,-851.462%,-0.053,43.179%,2020/03
Investments & Assets Management,00428.HK,COCOON HOLDINGS,0.310,8.28M,-7.000%,-4.17M,-51.400%,-4.17M,-51.400%,-0.010,95.000%,2020/12
Investments & Assets Management,00572.HK,FW HOLDINGS,0.121,234.66M,190.000%,-5.43M,-2.312%,-38.00M,-16.195%,-0.051,42.009%,2020/12
Banks,00939.HK,CCB,6.070,851.28B,7.000%,400.15B,47.005%,316.36B,37.163%,1.263,7.674%,2020/12
Banks,00998.HK,CITIC BANK,3.670,232.90B,10.000%,69.31B,29.762%,54.79B,23.526%,1.120,5.535%,2020/12
Banks,01111.HK,CHONG HING BANK,20.400,3.81B,-5.000%,1.73B,45.302%,1.30B,34.207%,1.340,-25.556%,2020/12
Banks,01216.HK,ZYBANK,1.100,23.16B,8.000%,5.32B,22.960%,3.25B,14.038%,0.167,14.862%,2020/12
Banks,01288.HK,ABC,2.700,785.86B,11.000%,315.30B,40.121%,246.00B,31.304%,0.703,6.658%,2020/12
Other Financials,00993.HK,HUARONG INT FIN,0.224,1.67B,-26.000%,-1.48B,-88.744%,-1.55B,-92.724%,-0.431,0.139%,2019/12
Investments & Assets Management,00612.HK,CHINA INV FUND,2.820,4.24M,148.000%,353.38M,"37,197.895%",283.39M,"29,830.842%",0.219,N/A,2020/12
Investments & Assets Management,00613.HK,PLANETREE INT'L,0.620,243.66M,329.000%,2.74M,1.552%,41.76M,23.624%,0.045,86.250%,2020/12
Investments & Assets Management,00697.HK,SHOUCHENG,1.840,705.85M,78.000%,61.81M,8.757%,658.61M,93.307%,0.096,15.486%,2020/12
Investments & Assets Management,00721.HK,C FIN INT INV,0.125,27.03M,-71.000%,-218.46M,"-1,010.776%",-218.50M,"-1,010.966%",-0.020,33.322%,2020/06
Investments & Assets Management,00768.HK,UBA INVESTMENTS,0.060,3.70M,-10.000%,-8.89M,-240.568%,-8.70M,-235.399%,-0.007,80.571%,2021/03
Petroleum & Gases Equipment & Services,00196.HK,HONGHUA GROUP,0.275,4.69B,-5.000%,271.06M,5.784%,59.19M,1.263%,0.011,-50.612%,2020/12
Banks,01398.HK,ICBC,4.550,953.61B,9.000%,465.82B,48.848%,365.99B,38.380%,1.025,6.658%,2020/12
Banks,01551.HK,GRCB,3.100,25.29B,-4.000%,7.49B,29.633%,5.26B,20.815%,0.536,-37.668%,2020/12
Banks,01578.HK,BANK OF TIANJIN,3.550,20.50B,7.000%,5.97B,29.151%,5.13B,25.049%,0.846,0.969%,2020/12
Banks,01658.HK,PSBC,5.230,341.52B,10.000%,81.21B,23.779%,73.44B,21.503%,0.846,5.176%,2020/12
Banks,01916.HK,JIANGXI BANK,3.250,12.26B,-15.000%,2.95B,24.085%,2.22B,18.076%,0.369,-2.753%,2020/12
Investments & Assets Management,00770.HK,SHANGHAI GROWTH,0.305,20.68K,68.000%,37.83K,182.979%,37.83K,182.979%,0.004,N/A,2020/12
Investments & Assets Management,00806.HK,VALUE PARTNERS,4.820,2.56B,59.000%,1.57B,61.380%,1.38B,53.855%,0.744,168.592%,2020/12
Investments & Assets Management,00810.HK,CH INTERNET INV,0.460,2.40M,-5.000%,-43.87M,"-3,416.433%",-43.93M,"-3,421.184%",-0.395,30.655%,2020/12
Investments & Assets Management,00851.HK,SHENG YUAN HLDG,0.052,45.34M,379.000%,14.47M,32.488%,12.01M,26.950%,0.003,N/A,2020/12
Investments & Assets Management,00901.HK,GOLDSTONE INV,0.240,0.00,N/A,-26.40M,N/A,-36.30M,N/A,-0.020,16.667%,2020/12
Petroleum & Gases Equipment & Services,00206.HK,CMIC OCEAN,0.238,505.06M,-7.000%,72.16M,14.287%,84.63M,16.757%,0.028,2.408%,2020/12
Petroleum & Gases Equipment & Services,00554.HK,HANS ENERGY,0.385,2.48B,688.000%,11.55M,0.465%,-40.10M,-1.615%,-0.011,N/A,2020/12
Petroleum & Gases Equipment & Services,00568.HK,SHANDONG MOLONG,5.890,3.59B,-26.000%,45.50M,1.268%,38.35M,1.069%,0.048,N/A,2020/12
Petroleum & Gases Equipment & Services,00600.HK,CHINA INFRA INV,0.027,127.41M,123.000%,-343.68M,-269.733%,-278.86M,-218.859%,-0.065,-860.294%,2020/12
Petroleum & Gases Equipment & Services,00934.HK,SINOPEC KANTONS,2.900,601.24M,N/A,325.90M,54.205%,2.30B,382.892%,0.926,79.126%,2020/12
Banks,01963.HK,BCQ,5.150,15.37B,16.000%,6.64B,43.212%,4.91B,31.932%,1.573,12.631%,2020/12
Banks,01983.HK,LUZHOU BANK,3.060,3.76B,19.000%,877.02M,23.324%,686.62M,18.261%,0.298,-4.770%,2020/12
Banks,01988.HK,MINSHENG BANK,3.710,216.70B,9.000%,43.75B,20.190%,36.92B,17.036%,0.846,-37.929%,2020/12
Banks,02016.HK,CZBANK,4.020,56.94B,9.000%,17.12B,30.066%,13.56B,23.816%,0.632,-11.674%,2020/12
Banks,02066.HK,SHENGJINGBANK,6.900,19.39B,-17.000%,704.85M,3.635%,1.43B,7.400%,0.167,-83.409%,2020/12
Investments & Assets Management,00905.HK,GLOBAL M CAP,0.115,6.70M,8.000%,-18.79M,-311.280%,-18.79M,-311.280%,-0.027,79.448%,2020/12
Investments & Assets Management,00913.HK,UNITY INV HOLD,0.305,2.88M,-102.000%,-42.37M,"-302,628.571%",-42.37M,"-302,628.571%",-0.200,47.368%,2020/12
Investments & Assets Management,01041.HK,LAMTEX HLDGS,0.043,98.80M,-41.000%,-291.38M,-296.937%,-294.28M,-299.886%,-0.167,-336.649%,2019/12
Investments & Assets Management,01062.HK,CDB INT'L INV,0.146,195.36M,-8.000%,30.19M,15.456%,53.16M,27.211%,0.018,-69.852%,2020/12
Petroleum & Gases Equipment & Services,01033.HK,SINOPEC SSC,0.720,81.14B,3.000%,-485.60M,-0.598%,-42.59M,-0.052%,-0.002,N/A,2020/12
Petroleum & Gases Equipment & Services,01080.HK,SHENGLI PIPE,0.078,1.02B,5.000%,-447.32M,-43.822%,-387.83M,-37.994%,-0.118,-150.633%,2020/12
Petroleum & Gases Equipment & Services,01156.HK,CHINANEWENERGY,0.450,621.65M,N/A,82.41M,13.257%,65.75M,10.577%,0.130,N/A,2020/12
Petroleum & Gases Equipment & Services,01251.HK,SPT ENERGY,0.300,1.57B,-28.000%,-76.76M,-4.995%,-108.69M,-7.073%,-0.058,N/A,2020/12
Petroleum & Gases Equipment & Services,01623.HK,HILONG,0.270,3.13B,-23.000%,-171.91M,-5.499%,-356.15M,-11.392%,-0.210,N/A,2020/12
Petroleum & Gases,00007.HK,WISDOM WEALTH,0.127,538.01M,-42.000%,933.55M,173.521%,662.62M,123.163%,0.166,264.176%,2019/12
Banks,02139.HK,BANK OF GANSU,1.200,7.74B,-4.000%,499.65M,6.456%,665.27M,8.596%,0.066,16.354%,2020/12
Banks,02356.HK,DAHSING BANKING,8.480,5.25B,-2.000%,1.77B,33.701%,1.49B,28.447%,1.060,-33.333%,2020/12
Banks,02388.HK,BOC HONG KONG,26.300,76.64B,-3.000%,35.42B,46.215%,26.49B,34.560%,2.505,-17.700%,2020/12
Banks,02558.HK,JINSHANG BANK,1.500,5.80B,2.000%,1.90B,32.679%,1.87B,32.184%,0.322,2.849%,2020/12
Banks,02888.HK,STANCHART,49.500,114.39B,-4.000%,15.89B,13.888%,2.55B,2.230%,0.806,-81.834%,2020/12
Petroleum & Gases Equipment & Services,01921.HK,DALIPAL HLDG,1.850,2.69B,-14.000%,-56.12M,-2.084%,-138.76M,-5.153%,-0.095,N/A,2020/12
Petroleum & Gases Equipment & Services,01938.HK,CHU KONG PIPE,0.390,1.36B,1.000%,1.04B,76.778%,742.45M,54.555%,0.739,N/A,2020/12
Petroleum & Gases Equipment & Services,02178.HK,PETRO-KING,0.090,390.56M,-18.000%,-53.18M,-13.638%,-73.03M,-18.728%,-0.042,16.000%,2020/12
Petroleum & Gases Equipment & Services,02236.HK,WISON ENGRG,0.390,6.31B,26.000%,-125.04M,-1.981%,-323.29M,-5.122%,-0.079,N/A,2020/12
Petroleum & Gases Equipment & Services,02883.HK,CHINA OILFIELD,6.920,35.04B,N/A,4.94B,14.303%,3.22B,9.334%,0.675,15.220%,2020/12
Petroleum & Gases,00091.HK,GOLDEN CEN INTL,0.237,69.77M,819.000%,6.06M,8.680%,-64.37M,-92.264%,-0.080,88.889%,2020/12
