category,stockNo,stockName,lastPrice,change,changePercent,volumn,turnover,PE,PB,earningYield,marketCap
Electronic Component ,01979.HK,TEN PAO GROUP,2.080,-0.020,-0.952%,360.00K,747.08K,7.20,2.08,4.09%,2.08B
Electronic Component ,02018.HK,AAC TECH,56.950,-1.150,-1.979%,7.04M,403.16M,38.23,2.73,0.53%,68.82B
Electronic Component ,02382.HK,SUNNY OPTICAL,236.600,-8.800,-3.586%,7.45M,1.75B,44.53,13.12,0.45%,259.51B
Environmental Goods,00257.HK,EB ENVIRONMENT,4.370,-0.030,-0.682%,13.34M,58.57M,4.46,0.60,6.87%,26.84B
Environmental Goods,00436.HK,NU ENVIRO,0.260,+0.007,+2.767%,340.00K,87.20K,10.57,0.76,2.77%,789.28M
Environmental Goods,00556.HK,PAN ASIA ENVIRO,0.475,0.000,0.000%,0.00,0.00,No Profit,0.30,0.00%,399.00M
Environmental Goods,00586.HK,CONCH VENTURE,32.150,-0.550,-1.682%,2.46M,79.55M,6.39,1.26,2.18%,58.73B
Environmental Goods,00658.HK,C TRANSMISSION,4.970,+0.040,+0.811%,3.34M,16.75M,8.11,0.56,0.00%,8.13B
Electronic Component ,09918.HK,WISE ALLY INTL,0.139,-0.009,-6.081%,1.39M,197.36K,198.57,2.02,3.60%,278.00M
Electric Equipment,00042.HK,NE ELECTRIC,0.630,-0.010,-1.563%,42.00K,26.46K,7.21,N/A,0.00%,162.51M
Environmental Goods,00706.HK,BEAUTI C HOLD,0.013,0.000,0.000%,0.00,0.00,No Profit,0.31,0.00%,120.44M
Environmental Goods,00807.HK,SIICENVIRONMENT,1.220,-0.020,-1.613%,708.00K,859.34K,4.19,0.30,4.81%,3.14B
Environmental Goods,00895.HK,DONGJIANG ENV,4.340,+0.010,+0.231%,306.20K,1.32M,10.71,0.71,3.02%,868.60M
Environmental Goods,00979.HK,GREEN ENERGY GP,0.280,0.000,0.000%,28.00K,7.90K,No Profit,3.15,0.00%,318.17M
Environmental Goods,01196.HK,REALORD GROUP,11.380,0.000,0.000%,2.13M,24.22M,18.49,4.67,0.00%,16.37B
Electric Equipment,01072.HK,DONGFANG ELEC,6.120,-0.100,-1.608%,1.90M,11.60M,8.56,0.52,3.51%,2.08B
Electric Equipment,01133.HK,HARBIN ELECTRIC,2.090,-0.020,-0.948%,2.11M,4.44M,No Profit,0.19,0.63%,1.41B
Electric Equipment,01185.HK,CHINA ENERGINE,0.153,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,668.46M
Electric Equipment,01597.HK,NATURE ENERGY T,1.540,0.000,0.000%,9.00K,13.85K,6.43,1.35,0.00%,385.00M
Electric Equipment,01685.HK,BOER POWER,0.450,+0.005,+1.124%,334.00K,149.85K,17.98,1.12,0.00%,348.20M
Environmental Goods,01257.HK,CEB GREENTECH,2.920,-0.040,-1.351%,1.10M,3.20M,4.02,0.48,5.14%,6.03B
Environmental Goods,01272.HK,DATANG ENVIRO,1.000,+0.030,+3.093%,124.00K,124.03K,8.39,0.35,5.32%,624.30M
Environmental Goods,01296.HK,GUODIAN TECH,0.370,+0.005,+1.370%,25.00K,9.21K,33.02,0.34,0.00%,484.61M
Environmental Goods,01330.HK,DYNAGREEN ENV,3.530,-0.040,-1.120%,957.00K,3.36M,6.89,0.75,6.75%,1.43B
Environmental Goods,01452.HK,DENOX ENV,0.250,0.000,0.000%,0.00,0.00,No Profit,0.47,0.00%,123.51M
Electric Equipment,02208.HK,GOLDWIND,11.620,-0.520,-4.283%,18.67M,216.87M,14.55,1.21,2.56%,8.99B
Environmental Goods,01527.HK,TENGY ENV,1.000,-0.050,-4.762%,3.00K,3.00K,27.97,0.15,0.00%,35.00M
Environmental Goods,01539.HK,SYNERGY GROUP,0.490,-0.010,-2.000%,716.00K,335.82K,No Profit,0.84,0.00%,323.40M
Environmental Goods,01845.HK,WG ENV TECH,0.370,-0.010,-2.632%,252.00K,96.59K,No Profit,0.82,0.00%,493.33M
Environmental Goods,02188.HK,TITANS ENERGY,0.420,+0.055,+15.068%,686.00K,262.40K,No Profit,0.66,0.00%,388.52M
Environmental Goods,02377.HK,BOQI ENV,1.760,-0.030,-1.676%,105.00K,187.23K,7.03,0.61,4.21%,1.77B
Environmental Goods,02727.HK,SH ELECTRIC,2.020,-0.050,-2.415%,13.88M,28.21M,6.78,0.39,4.24%,5.91B
Environmental Goods,03718.HK,BJ ENT URBAN,1.000,0.000,0.000%,2.41M,2.42M,8.35,1.20,0.00%,3.60B
Environmental Goods,03989.HK,CAPITAL ENV,0.136,-0.002,-1.449%,1.50M,204.24K,3.51,0.29,0.00%,1.94B
Environmental Goods,03996.HK,CH ENERGY ENG,0.770,-0.010,-1.282%,1.05M,810.48K,4.27,0.28,3.48%,7.13B
Environmental Goods,06805.HK,KIMOU ENVIRON,0.920,0.000,0.000%,0.00,0.00,8.58,0.88,0.00%,1.03B
Environmental Goods,08169.HK,ECO-TEK HLDGS,0.073,0.000,0.000%,0.00,0.00,No Profit,0.46,0.00%,47.42M
Commercial Vehicle,00317.HK,COMEC,7.380,+0.100,+1.374%,3.32M,24.85M,2.39,0.61,2.68%,4.37B
Commercial Vehicle,00651.HK,CHI OCEAN IND,0.125,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,51.12M
Commercial Vehicle,00716.HK,SINGAMAS CONT,0.950,+0.070,+7.955%,148.57M,148.86M,64.49,0.60,0.00%,2.30B
Commercial Vehicle,01122.HK,QINGLING MOTORS,1.660,+0.010,+0.606%,1.51M,2.51M,11.61,0.45,7.18%,2.06B
Commercial Vehicle,01766.HK,CRRC,3.380,-0.050,-1.458%,21.89M,73.89M,7.27,0.57,6.35%,14.77B
Commercial Vehicle,01839.HK,CIMC VEHICLES,7.840,-0.060,-0.759%,573.50K,4.55M,10.28,1.17,0.00%,4.42B
Securities,00064.HK,GET NICE,0.188,-0.002,-1.053%,3.39M,638.48K,9.59,0.32,5.32%,1.82B
Commercial Vehicle,03808.HK,SINOTRUK,15.820,-0.820,-4.928%,4.36M,69.28M,5.35,1.14,6.57%,43.68B
Commercial Vehicle,03898.HK,CRRC TIMES ELEC,45.200,-0.700,-1.525%,14.38M,637.18M,17.97,1.87,0.00%,24.74B
Securities,00111.HK,CINDA INTL HLDG,0.455,-0.010,-2.151%,472.00K,209.06K,3.49,0.30,6.59%,291.75M
Securities,00139.HK,CENTRALWEALTHGP,0.017,0.000,0.000%,30.19M,492.36K,9.44,0.21,0.00%,271.48M
Securities,00188.HK,SUNWAH KINGSWAY,0.375,0.000,0.000%,410.00K,154.23K,No Profit,0.27,8.00%,269.79M
Securities,00218.HK,SWHYHK,1.000,-0.010,-0.990%,395.00K,398.10K,8.89,0.39,4.00%,1.56B
Securities,00227.HK,FIRST SHANGHAI,0.340,0.000,0.000%,96.00K,32.64K,No Profit,0.19,0.00%,482.45M
Securities,00231.HK,PING AN SEC GP,0.010,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,51.66M
Securities,00245.HK,CHINA VERED FIN,0.100,+0.004,+4.167%,14.79M,1.48M,10.20,0.63,0.00%,3.47B
Securities,00263.HK,GT GROUP HLDG,0.039,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,6.56M
Securities,00279.HK,FREEMAN FINTECH,0.090,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,168.14M
Securities,00290.HK,C FORTUNE FIN,0.280,0.000,0.000%,28.00K,7.98K,No Profit,0.79,0.00%,256.29M
Securities,00510.HK,CASH FIN SER GP,0.740,0.000,0.000%,0.00,0.00,No Profit,0.40,0.00%,193.27M
Other Financials,00033.HK,AMBER HILL FIN,1.440,+0.010,+0.699%,96.00K,142.44K,No Profit,N/A,0.00%,773.63M
Securities,00585.HK,IMAGI INT'L,1.140,-0.020,-1.724%,656.00K,754.72K,3.35,1.16,0.00%,946.11M
Securities,00619.HK,SOUTH CHINA FIN,0.540,+0.020,+3.846%,64.75K,34.07K,No Profit,0.29,0.00%,162.69M
Securities,00622.HK,OSHIDORI,0.650,+0.130,+25.000%,151.83M,77.36M,1.39,0.40,0.00%,3.97B
Securities,00665.HK,HAITONG INT'L,2.130,-0.010,-0.467%,12.87M,27.72M,6.46,0.45,7.56%,12.86B
Securities,00717.HK,EMPEROR CAPITAL,0.131,0.000,0.000%,5.78M,758.63K,No Profit,0.20,0.00%,883.05M
Other Financials,00086.HK,SUN HUNG KAI CO,4.220,+0.050,+1.199%,514.00K,2.16M,3.29,0.37,6.16%,8.37B
Other Financials,00109.HK,GOODRESOURCES,0.085,0.000,0.000%,0.00,0.00,11.18,0.22,0.00%,602.50M
Other Financials,00172.HK,GOLDBOND GROUP,0.080,0.000,0.000%,0.00,0.00,No Profit,1.20,0.00%,220.95M
Other Financials,00211.HK,STYLAND HOLD,0.305,-0.010,-3.175%,1.20M,359.85K,No Profit,0.46,2.38%,214.22M
Other Financials,00260.HK,AVIC JOY HLDG,0.031,+0.001,+3.333%,4.01M,123.73K,No Profit,N/A,0.00%,184.26M
Securities,00804.HK,PINESTONE,0.050,-0.001,-1.961%,29.58M,1.48M,No Profit,1.15,0.00%,225.59M
Securities,00812.HK,SWSI,0.077,+0.004,+5.479%,1.01M,72.04K,No Profit,1.00,0.00%,281.96M
Securities,00821.HK,VC HOLDINGS,0.250,0.000,0.000%,17.03M,4.41M,No Profit,0.51,0.00%,426.44M
Securities,00952.HK,TONGHAI FIN,0.260,0.000,0.000%,0.00,0.00,15.48,0.27,1.92%,1.61B
Securities,01031.HK,KINGSTON FIN,0.550,+0.010,+1.852%,144.00K,77.40K,171.88,0.35,0.00%,7.49B
Securities,01073.HK,DA YU FIN,0.285,0.000,0.000%,0.00,0.00,6.66,0.70,0.00%,324.71M
Other Financials,00318.HK,VONGROUP,0.490,-0.020,-3.922%,60.00K,29.78K,9.21,0.24,0.00%,111.27M
Other Financials,00335.HK,UPBEST GROUP,0.830,-0.010,-1.190%,30.00K,24.18K,48.82,0.84,1.21%,2.23B
Other Financials,00373.HK,ALLIED GROUP,3.200,+0.040,+1.266%,98.00K,307.80K,5.52,0.30,3.91%,11.25B
Other Financials,00379.HK,EG LEASING,0.150,0.000,0.000%,115.00K,17.03K,No Profit,0.45,0.00%,253.10M
Other Financials,00388.HK,HKEX,455.800,-7.000,-1.513%,5.81M,2.65B,50.03,11.81,1.79%,577.88B
Securities,01141.HK,CMBC CAPITAL,0.096,-0.003,-3.030%,183.37M,17.42M,11.57,1.76,3.44%,4.57B
Securities,01375.HK,CC SECURITIES,1.470,-0.010,-0.676%,1.76M,2.58M,61.67,0.43,1.38%,1.76B
Securities,01428.HK,BRIGHT SMART,1.990,-0.020,-0.995%,9.80M,19.60M,4.80,1.59,6.53%,3.38B
Securities,01456.HK,GUOLIAN SEC,3.680,-0.110,-2.902%,2.55M,9.44M,11.03,0.69,3.89%,1.63B
Securities,01461.HK,LUZHENG FUTURES,0.550,+0.010,+1.852%,438.00K,235.85K,7.69,0.21,5.11%,152.40M
Other Financials,00397.HK,POWER FINANCIAL,0.100,+0.005,+5.263%,831.03K,82.49K,6.29,0.20,0.00%,278.36M
Other Financials,00412.HK,CSFG,0.470,+0.025,+5.618%,7.62M,3.54M,No Profit,4.73,0.00%,11.32B
Other Financials,00431.HK,G CHINA FIN,0.204,+0.001,+0.493%,644.00K,130.84K,No Profit,4.55,0.00%,1.59B
Other Financials,00474.HK,ACESO LIFE SCI,0.214,-0.008,-3.604%,9.70M,2.14M,No Profit,0.62,0.00%,1.48B
Other Financials,00530.HK,GOLDIN FIN HOLD,0.295,+0.010,+3.509%,1.14M,316.84K,No Profit,0.18,0.00%,2.06B
Investments & Assets Management,00053.HK,GUOCO GROUP,89.100,-0.450,-0.503%,3.00K,267.10K,No Profit,0.52,2.81%,29.32B
Securities,01469.HK,GET NICE FIN,0.880,+0.010,+1.149%,64.00K,55.24K,9.78,0.55,6.82%,2.20B
Securities,01476.HK,HENGTOU SEC,3.150,+0.100,+3.279%,10.00K,31.50K,16.52,0.76,0.00%,1.42B
Other Financials,00559.HK,DETAI NEWENERGY,0.054,-0.003,-5.263%,24.77M,1.37M,No Profit,1.01,0.00%,847.56M
Other Financials,00605.HK,C FIN SERVICES,1.700,0.000,0.000%,0.00,0.00,1.95,0.10,0.00%,355.79M
Other Financials,00628.HK,GOME FIN TECH,0.530,+0.010,+1.923%,788.00K,422.18K,83.90,0.71,0.00%,1.43B
Other Financials,00629.HK,YUE DA INTL,0.315,0.000,0.000%,0.00,0.00,29.37,0.81,0.00%,368.12M
Other Financials,00668.HK,DOYEN INTL HOLD,0.245,-0.001,-0.407%,0.00,0.00,2.73,0.52,0.00%,312.14M
Investments & Assets Management,00068.HK,LEE HING,0.520,0.000,0.000%,0.00,0.00,No Profit,0.24,0.00%,76.33M
Investments & Assets Management,00080.HK,CNEWECON FUND,0.211,-0.006,-2.765%,520.00K,109.45K,No Profit,1.78,0.00%,151.96M
Investments & Assets Management,00133.HK,CHINA MERCHANTS,9.730,-0.250,-2.505%,380.00K,3.73M,2.13,0.25,6.38%,1.48B
Investments & Assets Management,00165.HK,CHINA EB LTD,9.080,-0.060,-0.656%,2.83M,25.82M,6.76,0.34,5.40%,15.30B
Investments & Assets Management,00174.HK,GEMINI INV,0.770,0.000,0.000%,0.00,0.00,No Profit,0.09,0.00%,489.39M
Other Financials,00730.HK,SHOUGANG GRAND,0.148,-0.006,-3.896%,12.00K,1.78K,98.67,0.41,0.00%,589.73M
Other Financials,00736.HK,CHINA PPT INV,0.475,+0.010,+2.151%,165.23K,76.53K,1.98,0.10,0.00%,63.45M
Other Financials,00764.HK,ETERNITY INV,0.295,+0.005,+1.724%,991.13K,289.79K,No Profit,0.48,0.00%,1.13B
Other Financials,00766.HK,SINO PROSPER GP,0.035,0.000,0.000%,0.00,0.00,No Profit,0.14,0.00%,80.63M
Other Financials,00767.HK,ZHONG JI LS,0.630,0.000,0.000%,4.27M,2.62M,No Profit,5.69,0.00%,2.44B
Other Financials,00863.HK,BC TECH GROUP,18.120,-0.340,-1.842%,381.00K,6.86M,No Profit,35.87,0.00%,7.60B
Investments & Assets Management,00204.HK,CHINA INV DEV,0.202,-0.001,-0.493%,7.34M,1.48M,No Profit,4.33,0.00%,384.75M
Investments & Assets Management,00235.HK,CHINA STRATEGIC,0.110,-0.004,-3.509%,28.48M,3.18M,0.83,0.38,0.00%,2.24B
Investments & Assets Management,00310.HK,PROSP INV HOLD,0.034,+0.001,+3.030%,990.00K,34.08K,No Profit,0.46,0.00%,41.18M
Investments & Assets Management,00329.HK,OCI INTL,3.990,-0.010,-0.250%,2.16M,8.70M,No Profit,12.09,0.00%,5.98B
Investments & Assets Management,00339.HK,CORE ECON INV,0.480,0.000,0.000%,0.00,0.00,No Profit,3.57,0.00%,115.43M
Other Financials,00900.HK,AEON CREDIT,5.030,-0.070,-1.373%,96.00K,483.96K,6.98,0.62,7.95%,2.11B
Other Financials,00986.HK,CH ENV ENERGY,0.113,-0.001,-0.877%,564.00K,63.88K,15.92,0.23,0.00%,70.58M
Other Financials,00993.HK,HUARONG INT FIN,0.224,0.000,0.000%,0.00,0.00,No Profit,6.61,0.00%,1.95B
Investments & Assets Management,00356.HK,DT CAPITAL,0.040,0.000,0.000%,0.00,0.00,No Profit,0.79,0.00%,91.18M
Investments & Assets Management,00372.HK,PT INTL DEV,0.360,0.000,0.000%,1.94M,677.82K,4.35,1.02,0.00%,726.58M
Investments & Assets Management,00378.HK,FDG KINETIC,0.018,0.000,0.000%,0.00,0.00,No Profit,2.41,0.00%,121.56M
Investments & Assets Management,00428.HK,COCOON HOLDINGS,0.310,+0.025,+8.772%,4.19M,1.21M,No Profit,0.69,0.00%,133.82M
Investments & Assets Management,00572.HK,FW HOLDINGS,0.121,-0.008,-6.202%,1.24M,154.35K,No Profit,0.12,0.00%,120.87M
Insurance,00376.HK,YUNFENG FIN,2.880,-0.050,-1.706%,118.00K,340.76K,15.48,0.83,0.00%,11.14B
Investments & Assets Management,00612.HK,CHINA INV FUND,2.820,-0.020,-0.704%,424.00K,1.19M,12.89,3.38,0.00%,3.76B
Investments & Assets Management,00613.HK,PLANETREE INT'L,0.620,0.000,0.000%,0.00,0.00,13.87,0.33,0.00%,584.37M
Investments & Assets Management,00697.HK,SHOUCHENG,1.840,-0.020,-1.075%,3.36M,6.16M,19.13,1.11,5.30%,13.42B
Investments & Assets Management,00721.HK,C FIN INT INV,0.125,+0.006,+5.042%,300.00K,36.06K,No Profit,1.68,0.00%,1.37B
Investments & Assets Management,00768.HK,UBA INVESTMENTS,0.060,-0.005,-7.692%,140.00K,8.40K,No Profit,0.73,0.00%,76.30M
Banks,00005.HK,HSBC HOLDINGS,44.850,0.000,0.000%,19.69M,881.16M,30.45,0.61,2.59%,930.70B
Insurance,00662.HK,ASIA FINANCIAL,3.730,0.000,0.000%,0.00,0.00,10.54,0.32,2.15%,3.51B
Insurance,00945.HK,MANULIFE-S,152.600,+0.600,+0.395%,13.38K,2.04M,8.52,0.93,4.47%,296.37B
Insurance,00966.HK,CHINA TAIPING,12.900,-0.020,-0.155%,5.67M,72.76M,7.08,0.51,3.10%,46.36B
Insurance,01299.HK,AIA,95.800,-0.700,-0.725%,23.92M,2.30B,25.74,2.37,1.41%,"1,158.86B"
Insurance,01336.HK,NCI,26.000,-0.500,-1.887%,6.74M,176.13M,4.76,0.67,6.37%,26.89B
Investments & Assets Management,00770.HK,SHANGHAI GROWTH,0.305,0.000,0.000%,0.00,0.00,87.14,0.88,0.00%,3.26M
Investments & Assets Management,00806.HK,VALUE PARTNERS,4.820,-0.140,-2.823%,2.80M,13.62M,6.48,1.65,7.05%,8.94B
Investments & Assets Management,00810.HK,CH INTERNET INV,0.460,+0.060,+15.000%,210.00K,94.56K,No Profit,0.60,0.00%,65.05M
Investments & Assets Management,00851.HK,SHENG YUAN HLDG,0.052,+0.003,+6.122%,130.00K,6.28K,16.77,N/A,0.00%,198.62M
Investments & Assets Management,00901.HK,GOLDSTONE INV,0.240,+0.001,+0.418%,320.00K,68.70K,No Profit,N/A,0.00%,519.41M
Banks,00011.HK,HANG SENG BANK,155.700,+0.600,+0.387%,1.30M,201.79M,18.62,1.63,3.53%,297.67B
Banks,00023.HK,BANK OF E ASIA,14.220,-0.200,-1.387%,2.20M,31.28M,14.66,0.42,2.81%,41.51B
Banks,00416.HK,BANKOFJINZHOU,1.830,0.000,0.000%,0.00,0.00,No Profit,0.32,0.00%,6.44B
Banks,00440.HK,DAH SING,26.350,-0.200,-0.753%,260.40K,6.89M,7.28,0.30,3.57%,8.42B
Banks,00626.HK,PUBLIC FIN HOLD,2.530,-0.010,-0.394%,120.00K,302.88K,6.99,0.34,5.93%,2.78B
Insurance,01339.HK,PICC GROUP,2.600,+0.010,+0.386%,29.10M,75.81M,4.85,0.48,7.15%,22.69B
Insurance,01508.HK,CHINA RE,0.790,0.000,0.000%,10.43M,8.20M,5.10,0.30,6.19%,5.28B
Insurance,02318.HK,PING AN,74.900,-1.150,-1.512%,42.89M,3.22B,7.76,1.51,3.50%,557.82B
Insurance,02328.HK,PICC P&C,6.890,+0.090,+1.324%,42.77M,293.54M,6.16,0.69,6.49%,47.54B
Insurance,02378.HK,PRU,150.900,+0.400,+0.266%,3.35K,505.64K,23.85,2.43,0.83%,394.70B
Investments & Assets Management,00905.HK,GLOBAL M CAP,0.115,+0.001,+0.877%,16.00K,1.84K,No Profit,0.29,0.00%,80.54M
Investments & Assets Management,00913.HK,UNITY INV HOLD,0.305,0.000,0.000%,1.00K,290.00,No Profit,0.30,0.00%,84.06M
Investments & Assets Management,01041.HK,LAMTEX HLDGS,0.043,0.000,0.000%,0.00,0.00,No Profit,0.23,0.00%,76.08M
Investments & Assets Management,01062.HK,CDB INT'L INV,0.146,-0.014,-8.750%,550.00K,85.16K,7.98,0.23,0.00%,423.72M
Banks,00939.HK,CCB,6.070,-0.040,-0.655%,334.21M,2.03B,4.80,0.55,6.40%,"1,459.33B"
Banks,00998.HK,CITIC BANK,3.670,-0.010,-0.272%,27.18M,100.08M,3.28,0.28,8.25%,54.62B
Banks,01111.HK,CHONG HING BANK,20.400,0.000,0.000%,106.40K,2.17M,15.22,0.71,1.67%,19.85B
Banks,01216.HK,ZYBANK,1.100,+0.020,+1.852%,465.00K,501.59K,6.59,0.32,0.00%,4.17B
Banks,01288.HK,ABC,2.700,0.000,0.000%,133.29M,359.64M,3.84,0.36,8.17%,82.99B
Insurance,02601.HK,CPIC,24.100,-0.350,-1.431%,14.71M,355.20M,7.69,0.90,6.43%,66.88B
Insurance,02628.HK,CHINA LIFE,15.320,-0.080,-0.519%,38.31M,587.16M,7.26,0.81,4.98%,114.00B
Insurance,06060.HK,ZA ONLINE,42.150,-1.800,-4.096%,4.29M,181.23M,93.06,3.31,0.00%,59.85B
Insurance,06161.HK,TARGET INS,0.890,-0.030,-3.261%,650.00K,566.92K,7.48,1.37,0.00%,556.87M
Insurance,08109.HK,KIRIN GROUP,0.270,0.000,0.000%,1.23M,332.18K,No Profit,2.43,0.00%,131.94M
Banks,01398.HK,ICBC,4.550,-0.010,-0.219%,286.07M,1.30B,4.44,0.48,6.97%,394.91B
Banks,01551.HK,GRCB,3.100,0.000,0.000%,5.00K,15.50K,5.78,0.37,7.69%,5.64B
Banks,01578.HK,BANK OF TIANJIN,3.550,-0.070,-1.934%,135.50K,477.84K,4.20,0.34,0.00%,6.26B
Banks,01658.HK,PSBC,5.230,0.000,0.000%,37.21M,195.05M,6.18,0.64,4.75%,103.85B
Banks,01916.HK,JIANGXI BANK,3.250,+0.060,+1.881%,39.00K,126.41K,8.80,0.47,1.83%,4.37B
Petroleum & Gases Equipment & Services,00196.HK,HONGHUA GROUP,0.275,0.000,0.000%,7.63M,2.11M,24.55,0.29,0.00%,1.47B
Petroleum & Gases,00007.HK,WISDOM WEALTH,0.127,0.000,0.000%,0.00,0.00,0.77,0.14,0.00%,508.00M
Banks,01963.HK,BCQ,5.150,-0.020,-0.387%,380.50K,1.96M,3.27,0.34,8.63%,8.13B
Banks,01983.HK,LUZHOU BANK,3.060,0.000,0.000%,0.00,0.00,10.27,0.80,0.00%,1.92B
Banks,01988.HK,MINSHENG BANK,3.710,-0.010,-0.269%,14.17M,52.61M,4.38,0.28,6.84%,30.87B
Banks,02016.HK,CZBANK,4.020,+0.030,+0.752%,533.00K,2.14M,6.36,0.55,4.77%,18.31B
Banks,02066.HK,SHENGJINGBANK,6.900,0.000,0.000%,111.50K,769.56K,41.35,1.49,0.00%,16.15B
Banks,02139.HK,BANK OF GANSU,1.200,-0.010,-0.826%,11.85M,13.79M,18.24,0.48,0.00%,4.55B
Petroleum & Gases Equipment & Services,00206.HK,CMIC OCEAN,0.238,0.000,0.000%,17.00K,4.06K,8.53,0.73,0.00%,771.94M
Petroleum & Gases Equipment & Services,00554.HK,HANS ENERGY,0.385,-0.010,-2.532%,10.19M,3.92M,No Profit,1.57,0.00%,1.52B
Petroleum & Gases Equipment & Services,00568.HK,SHANDONG MOLONG,5.890,-0.160,-2.645%,3.57M,21.62M,123.54,2.21,0.00%,1.51B
Petroleum & Gases Equipment & Services,00600.HK,CHINA INFRA INV,0.027,+0.001,+3.846%,4.15M,106.71K,No Profit,0.24,0.00%,115.29M
Petroleum & Gases Equipment & Services,00934.HK,SINOPEC KANTONS,2.900,-0.010,-0.344%,1.91M,5.56M,3.13,0.49,6.90%,7.21B
Petroleum & Gases,00091.HK,GOLDEN CEN INTL,0.237,+0.011,+4.867%,20.00K,4.63K,No Profit,N/A,0.00%,484.71M
Petroleum & Gases,00228.HK,CHINA ENERGY,0.118,0.000,0.000%,3.46M,408.27K,No Profit,0.70,0.00%,1.12B
Petroleum & Gases,00332.HK,YUANHENG GAS,0.315,-0.075,-19.231%,2.28M,740.48K,664.95,1.34,0.00%,2.06B
Petroleum & Gases,00338.HK,SHANGHAI PECHEM,1.800,-0.010,-0.552%,7.65M,13.84M,25.17,0.56,6.62%,6.29B
Petroleum & Gases,00342.HK,NEWOCEAN ENERGY,0.430,-0.020,-4.444%,330.00K,144.21K,No Profit,0.14,0.00%,631.29M
Petroleum & Gases,00346.HK,YANCHANG PETRO,0.069,-0.003,-4.167%,2.25M,158.49K,No Profit,1.89,0.00%,1.27B
Banks,02356.HK,DAHSING BANKING,8.480,-0.090,-1.050%,984.40K,8.35M,8.00,0.42,3.54%,11.92B
Banks,02388.HK,BOC HONG KONG,26.300,-0.050,-0.190%,9.84M,257.56M,10.50,0.96,4.72%,278.06B
Banks,02558.HK,JINSHANG BANK,1.500,0.000,0.000%,0.00,0.00,4.66,0.35,7.95%,1.46B
Banks,02888.HK,STANCHART,49.500,+0.100,+0.202%,402.35K,19.96M,61.39,0.44,1.41%,154.39B
Banks,03328.HK,BANKCOMM,5.220,0.000,0.000%,54.52M,284.12M,4.42,0.42,7.24%,182.76B
Petroleum & Gases Equipment & Services,01033.HK,SINOPEC SSC,0.720,0.000,0.000%,8.65M,6.19M,No Profit,1.71,0.00%,3.90B
Petroleum & Gases Equipment & Services,01080.HK,SHENGLI PIPE,0.078,+0.001,+1.299%,268.50K,20.97K,No Profit,0.26,0.00%,302.20M
Petroleum & Gases Equipment & Services,01156.HK,CHINANEWENERGY,0.450,0.000,0.000%,0.00,0.00,3.46,N/A,0.00%,265.39M
Petroleum & Gases Equipment & Services,01251.HK,SPT ENERGY,0.300,-0.005,-1.639%,1.80M,540.17K,No Profit,0.39,0.00%,556.13M
Petroleum & Gases Equipment & Services,01623.HK,HILONG,0.270,0.000,0.000%,598.00K,161.30K,No Profit,0.13,0.00%,458.04M
Petroleum & Gases,00353.HK,ENERGY INTINV,0.071,0.000,0.000%,0.00,0.00,16.14,0.49,0.00%,511.60M
Petroleum & Gases,00386.HK,SINOPEC CORP,3.910,-0.020,-0.509%,183.52M,721.74M,12.02,0.54,6.10%,99.76B
Petroleum & Gases,00467.HK,UNITEDENERGY GP,1.130,+0.010,+0.893%,18.03M,20.14M,34.24,2.30,2.09%,29.70B
Petroleum & Gases,00632.HK,CHK OIL,0.265,+0.005,+1.923%,125.05K,33.69K,19.20,0.70,0.00%,223.10M
Petroleum & Gases,00650.HK,IDG ENERGY INV,1.110,-0.080,-6.723%,270.00K,310.60K,No Profit,2.63,0.00%,7.65B
Banks,03618.HK,CQRC BANK,3.060,-0.010,-0.326%,6.47M,19.82M,3.47,0.31,8.65%,7.69B
Banks,03698.HK,HUISHANG BANK,2.560,0.000,0.000%,26.20K,66.83K,2.98,0.29,0.00%,8.91B
Banks,03866.HK,BQD,4.520,-0.090,-1.952%,46.50K,210.83K,9.03,0.57,4.75%,7.97B
Petroleum & Gases Equipment & Services,01921.HK,DALIPAL HLDG,1.850,0.000,0.000%,28.00K,51.70K,No Profit,1.84,0.00%,2.78B
Petroleum & Gases Equipment & Services,01938.HK,CHU KONG PIPE,0.390,+0.010,+2.632%,118.00K,44.22K,0.53,0.39,0.00%,394.35M
Petroleum & Gases Equipment & Services,02178.HK,PETRO-KING,0.090,-0.005,-5.263%,250.71K,20.75K,No Profit,0.47,0.00%,155.40M
Petroleum & Gases Equipment & Services,02236.HK,WISON ENGRG,0.390,-0.020,-4.878%,6.00K,2.37K,No Profit,0.35,0.00%,1.59B
Petroleum & Gases Equipment & Services,02883.HK,CHINA OILFIELD,6.920,-0.040,-0.575%,15.00M,105.62M,10.25,0.72,2.93%,12.53B
Coal,00061.HK,GREEN LEADER,0.130,0.000,0.000%,40.00K,5.20K,No Profit,N/A,0.00%,68.41M
Petroleum & Gases,00689.HK,EPI (HOLDINGS),0.079,+0.013,+19.697%,24.24M,1.83M,49.38,0.90,0.00%,413.99M
Petroleum & Gases,00852.HK,STRONG PETRO,0.340,0.000,0.000%,30.00K,10.30K,No Profit,0.51,0.00%,721.94M
