category,stockNo,stockName,lastPrice,currentRatio,quickRatio,ROA,ROE,grossProfitMargin,netProgitMargin,payout,debtEquityRatio,yrEnd
Industrial Goods,00187.HK,JINGCHENG MAC,2.020,1.33,0.90,9.17%,22.36%,9.50%,14.37%,N/A,24.18%,2020/12
Industrial Goods,00255.HK,LUNG KEE,3.330,5.16,3.48,6.60%,7.96%,100.00%,8.77%,132.54%,0.63%,2020/12
Machinery & Equipment,03339.HK,LONKING,2.450,1.86,1.33,11.34%,19.41%,23.37%,15.21%,60.19%,6.57%,2020/12
Machinery & Equipment,03348.HK,CHINA PENGFEI,1.020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Machinery & Equipment,03628.HK,RENHENG ENT,0.140,1.91,1.42,-0.36%,-0.66%,39.12%,-1.03%,N/A,0.03%,2020/12
Machinery & Equipment,03899.HK,CIMC ENRIC,7.980,1.47,0.95,3.61%,7.97%,17.04%,4.72%,40.09%,15.57%,2020/12
Industrial Goods,00515.HK,CHINASILVER TEC,0.057,0.68,0.60,-14.15%,-130.51%,2.12%,-31.30%,N/A,274.81%,2020/12
Industrial Goods,00532.HK,WKK INTL (HOLD),1.590,1.85,1.41,3.08%,5.91%,100.00%,2.15%,43.26%,23.73%,2020/12
Industrial Goods,00567.HK,DAISHOMICROLINE,0.180,1.20,1.11,-29.10%,-70.41%,18.09%,-98.66%,N/A,94.79%,2021/03
Industrial Goods,00580.HK,SUN.KING TECH,2.870,2.98,2.54,7.04%,10.08%,34.03%,14.58%,38.38%,22.69%,2020/12
Industrial Goods,00591.HK,C HIGHPRECISION,1.220,26.74,26.02,-4.67%,-4.86%,-5.79%,-88.64%,N/A,0.15%,2020/06
Environmental Goods,00154.HK,BE ENVIRONMENT,0.540,0.56,0.55,1.32%,4.04%,29.68%,7.21%,N/A,101.08%,2020/12
Industrial Goods,00641.HK,CHTC FONG'S INT,0.480,0.58,0.35,0.14%,0.35%,29.82%,0.28%,N/A,98.47%,2020/12
Industrial Goods,00675.HK,K & P INT'L,0.830,2.40,1.82,13.75%,19.10%,30.97%,19.58%,39.90%,3.51%,2020/12
Industrial Goods,00679.HK,ASIA TELE-NET,1.230,5.39,5.25,4.84%,6.57%,19.02%,41.41%,9.09%,0.40%,2020/12
Industrial Goods,00725.HK,PERENNIAL INT'L,0.800,2.21,0.99,-2.80%,-3.50%,18.69%,-6.81%,N/A,8.34%,2020/12
Industrial Goods,00822.HK,KA SHUI INT'L,0.690,2.08,1.66,7.31%,10.65%,30.44%,8.44%,28.84%,14.74%,2020/12
Environmental Goods,00257.HK,EB ENVIRONMENT,4.370,1.33,1.29,3.80%,13.35%,32.86%,14.01%,30.63%,166.39%,2020/12
Environmental Goods,00436.HK,NU ENVIRO,0.260,0.85,0.83,4.27%,7.21%,27.84%,9.45%,29.27%,20.71%,2020/12
Environmental Goods,00556.HK,PAN ASIA ENVIRO,0.475,8.85,8.85,-2.32%,-2.62%,4.47%,-74.51%,N/A,4.24%,2020/12
Environmental Goods,00586.HK,CONCH VENTURE,32.150,1.13,1.08,14.02%,19.75%,33.17%,115.34%,13.92%,25.62%,2020/12
Environmental Goods,00658.HK,C TRANSMISSION,4.970,1.38,1.09,3.25%,6.88%,20.90%,5.47%,N/A,19.48%,2020/12
Industrial Goods,00838.HK,EVA HOLDINGS,0.940,1.18,0.98,-0.25%,-0.59%,18.42%,-0.38%,N/A,76.37%,2020/12
Industrial Goods,00840.HK,TIANYE WATER,0.250,2.09,0.99,0.07%,0.11%,14.08%,0.09%,N/A,9.30%,2020/12
Industrial Goods,00868.HK,XINYI GLASS,30.850,1.49,1.20,14.25%,23.03%,41.75%,34.50%,49.53%,41.81%,2020/12
Industrial Goods,00889.HK,DATRONIX HOLD,0.720,12.00,9.35,-0.72%,-0.80%,34.61%,-2.99%,-90.91%,0.10%,2020/12
Industrial Goods,00894.HK,MAN YUE TECH,1.250,1.16,0.73,0.74%,1.60%,17.00%,1.50%,N/A,73.14%,2020/12
Electronic Component ,00099.HK,WONG'S INT'L,2.450,1.53,1.25,-10.04%,-17.58%,100.00%,-23.62%,-2.52%,47.81%,2020/12
Environmental Goods,00706.HK,BEAUTI C HOLD,0.013,0.35,0.31,-18.39%,-29.33%,6.95%,-155.93%,N/A,49.83%,2019/12
Environmental Goods,00807.HK,SIICENVIRONMENT,1.220,0.76,0.73,1.83%,7.12%,34.94%,10.16%,20.16%,171.84%,2020/12
Environmental Goods,00895.HK,DONGJIANG ENV,4.340,0.71,0.64,2.91%,6.68%,34.12%,9.15%,32.35%,71.75%,2020/12
Environmental Goods,00979.HK,GREEN ENERGY GP,0.280,9.65,9.54,-24.09%,-26.07%,100.00%,-23.12%,N/A,0.87%,2020/06
Environmental Goods,01196.HK,REALORD GROUP,11.380,3.52,3.49,5.29%,25.25%,23.13%,101.82%,N/A,310.69%,2020/12
Industrial Goods,00929.HK,IPE GROUP,0.700,6.42,5.45,1.20%,1.46%,22.99%,3.45%,N/A,10.96%,2020/12
Industrial Goods,01002.HK,V.S. INT'L,0.134,1.28,1.17,-5.36%,-9.45%,12.42%,-6.99%,N/A,48.64%,2020/07
Industrial Goods,01108.HK,LUOYANG GLASS,9.820,0.62,0.54,5.84%,20.13%,30.99%,10.75%,N/A,105.17%,2020/12
Industrial Goods,01166.HK,SOLARTECH INT'L,0.069,1.56,1.45,-10.31%,-13.98%,11.11%,-49.35%,N/A,18.26%,2020/06
Industrial Goods,01286.HK,IMPRO PRECISION,2.400,2.12,1.42,-2.61%,-3.69%,26.24%,-5.07%,-53.16%,21.27%,2020/12
Electronic Component ,00117.HK,TIANLI HOLDINGS,0.610,1.20,0.75,-0.42%,-0.66%,34.15%,-1.31%,N/A,29.63%,2020/12
Electronic Component ,00732.HK,TRULY INT'L,2.080,0.77,0.53,1.89%,5.36%,9.24%,2.27%,N/A,67.27%,2020/12
Electronic Component ,00854.HK,WILLAS-ARRAY,4.070,1.46,1.18,5.64%,13.46%,9.38%,2.60%,N/A,74.07%,2021/03
Electronic Component ,01184.HK,S.A.S. DRAGON,3.280,1.17,0.80,3.60%,14.11%,4.32%,1.30%,50.18%,109.44%,2020/12
Electronic Component ,01213.HK,MOBICON GROUP,0.455,1.86,0.67,3.63%,9.71%,24.07%,2.66%,16.45%,81.70%,2021/03
Environmental Goods,01257.HK,CEB GREENTECH,2.920,1.56,1.53,4.26%,12.00%,30.62%,15.28%,20.63%,135.27%,2020/12
Environmental Goods,01272.HK,DATANG ENVIRO,1.000,1.19,1.17,1.50%,4.20%,17.13%,4.44%,44.60%,84.11%,2020/12
Environmental Goods,01296.HK,GUODIAN TECH,0.370,1.05,0.83,0.16%,1.02%,18.91%,0.37%,N/A,213.47%,2020/12
Environmental Goods,01330.HK,DYNAGREEN ENV,3.530,0.70,0.70,2.89%,9.17%,57.51%,22.10%,46.51%,162.37%,2020/12
Environmental Goods,01452.HK,DENOX ENV,0.250,3.08,1.88,-6.66%,-9.50%,24.22%,-32.46%,N/A,1.71%,2020/12
Industrial Goods,01366.HK,JIANGNAN GP,0.395,1.59,1.19,1.07%,2.63%,10.68%,1.27%,N/A,54.24%,2020/12
Industrial Goods,01480.HK,YAN TAT GROUP,1.790,2.68,2.45,3.98%,6.38%,23.25%,6.59%,37.27%,1.33%,2020/12
Industrial Goods,01596.HK,YICHEN IND,3.760,2.38,1.86,8.70%,11.99%,35.50%,22.09%,6.07%,11.13%,2020/12
Industrial Goods,01611.HK,HUOBI TECH,13.780,2.36,2.24,-5.38%,-25.15%,28.15%,-11.78%,N/A,276.92%,2020/09
Electronic Component ,01401.HK,SPROCOMM INTEL,0.760,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Electronic Component ,01415.HK,COWELL,4.990,2.37,1.65,11.12%,16.96%,15.79%,5.65%,235.72%,5.81%,2020/12
Electronic Component ,01725.HK,HK AERO TECH,29.200,1.48,1.21,3.01%,6.92%,9.05%,3.16%,N/A,13.07%,2020/12
Electronic Component ,01979.HK,TEN PAO GROUP,2.080,1.18,0.74,7.96%,28.86%,18.43%,6.44%,29.41%,31.65%,2020/12
Electronic Component ,02018.HK,AAC TECH,56.950,1.80,1.37,3.87%,7.12%,24.66%,8.79%,20.14%,43.55%,2020/12
Environmental Goods,01527.HK,TENGY ENV,1.000,1.69,1.38,0.30%,0.59%,18.28%,0.74%,N/A,16.16%,2020/12
Environmental Goods,01539.HK,SYNERGY GROUP,0.490,1.29,1.28,-16.87%,-34.30%,55.40%,-86.74%,N/A,59.44%,2020/03
Environmental Goods,01845.HK,WG ENV TECH,0.370,2.16,2.13,-1.16%,-2.16%,15.44%,-2.04%,N/A,11.81%,2020/12
Environmental Goods,02188.HK,TITANS ENERGY,0.420,2.16,1.74,-3.58%,-6.01%,24.77%,-10.75%,N/A,34.28%,2020/12
Environmental Goods,02377.HK,BOQI ENV,1.760,1.59,1.57,5.37%,8.47%,20.66%,12.61%,29.57%,4.77%,2020/12
Electronic Component ,02382.HK,SUNNY OPTICAL,236.600,1.91,1.48,13.75%,29.35%,22.89%,12.82%,19.92%,36.80%,2020/12
Electronic Component ,09918.HK,WISE ALLY INTL,0.139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Environmental Goods,02727.HK,SH ELECTRIC,2.020,1.24,1.08,1.19%,5.66%,17.00%,2.74%,28.71%,51.61%,2020/12
Environmental Goods,03718.HK,BJ ENT URBAN,1.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Environmental Goods,03989.HK,CAPITAL ENV,0.136,0.71,0.70,1.93%,8.27%,25.30%,6.08%,N/A,236.23%,2020/12
Environmental Goods,03996.HK,CH ENERGY ENG,0.770,1.14,0.90,0.95%,6.60%,13.35%,1.67%,14.87%,186.65%,2020/12
Environmental Goods,06805.HK,KIMOU ENVIRON,0.920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Environmental Goods,08169.HK,ECO-TEK HLDGS,0.073,1.34,1.13,-3.97%,-7.61%,31.91%,-8.40%,N/A,4.13%,2020/10
Electric Equipment,00042.HK,NE ELECTRIC,0.630,0.37,0.29,40.52%,-34.14%,35.15%,80.17%,N/A,-12.02%,2020/12
Electric Equipment,01072.HK,DONGFANG ELEC,6.120,1.26,0.98,1.90%,6.02%,22.58%,4.99%,30.00%,3.43%,2020/12
Electric Equipment,01133.HK,HARBIN ELECTRIC,2.090,1.27,1.05,-0.01%,-0.05%,12.26%,-0.03%,-275.00%,45.49%,2020/12
Electric Equipment,01185.HK,CHINA ENERGINE,0.153,0.68,0.67,-33.38%,266.67%,-6.72%,"-2,728.76%",N/A,-449.12%,2019/12
Electric Equipment,01597.HK,NATURE ENERGY T,1.540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Electric Equipment,01685.HK,BOER POWER,0.450,1.20,1.02,1.07%,6.06%,29.02%,1.94%,N/A,241.41%,2020/12
Commercial Vehicle,00317.HK,COMEC,7.380,1.18,0.95,9.41%,25.38%,6.49%,31.55%,6.41%,29.55%,2020/12
Electric Equipment,02208.HK,GOLDWIND,11.620,0.92,0.80,2.72%,8.67%,17.18%,5.28%,37.31%,74.79%,2020/12
Commercial Vehicle,00651.HK,CHI OCEAN IND,0.125,0.21,0.14,-79.47%,31.30%,4.94%,"5,521.50%",N/A,-93.90%,2019/12
Commercial Vehicle,00716.HK,SINGAMAS CONT,0.950,2.34,1.82,0.70%,0.92%,100.00%,1.67%,N/A,6.10%,2020/12
Commercial Vehicle,01122.HK,QINGLING MOTORS,1.660,2.33,2.05,2.74%,3.93%,13.74%,5.91%,83.33%,0.81%,2020/12
Commercial Vehicle,01766.HK,CRRC,3.380,1.26,0.95,2.89%,7.92%,22.27%,4.98%,46.15%,13.83%,2020/12
Commercial Vehicle,01839.HK,CIMC VEHICLES,7.840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Commercial Vehicle,03808.HK,SINOTRUK,15.820,1.14,0.86,6.17%,21.33%,19.94%,6.98%,35.18%,5.40%,2020/12
Commercial Vehicle,03898.HK,CRRC TIMES ELEC,45.200,3.35,2.81,7.31%,10.38%,37.22%,15.44%,N/A,1.75%,2020/12
Other Financials,00033.HK,AMBER HILL FIN,1.440,0.44,0.44,-251.87%,345.33%,22.50%,-280.49%,N/A,-163.84%,2019/12
Other Financials,00086.HK,SUN HUNG KAI CO,4.220,2.48,2.48,5.78%,11.26%,100.00%,64.29%,20.27%,65.91%,2020/12
Other Financials,00109.HK,GOODRESOURCES,0.085,17.32,17.32,1.84%,1.94%,100.00%,63.92%,N/A,3.19%,2019/06
Other Financials,00172.HK,GOLDBOND GROUP,0.080,2.97,2.92,-20.50%,-32.66%,55.73%,-260.91%,N/A,10.90%,2021/03
Other Financials,00211.HK,STYLAND HOLD,0.305,1.17,1.17,-4.71%,-8.27%,92.30%,-82.74%,N/A,54.49%,2021/03
Other Financials,00260.HK,AVIC JOY HLDG,0.031,0.48,0.48,-12.15%,17.04%,100.00%,"-1,449.47%",N/A,-214.65%,2020/12
Investments & Assets Management,00053.HK,GUOCO GROUP,89.100,3.70,1.90,-0.69%,-1.56%,45.42%,-0.77%,-92.14%,80.23%,2020/06
Other Financials,00318.HK,VONGROUP,0.490,4.17,4.17,2.39%,2.61%,100.00%,30.03%,N/A,6.20%,2020/04
Other Financials,00335.HK,UPBEST GROUP,0.830,2.12,2.12,1.33%,1.74%,100.00%,38.77%,58.82%,9.91%,2021/03
Other Financials,00373.HK,ALLIED GROUP,3.200,2.01,2.01,2.90%,5.50%,89.37%,42.05%,21.55%,53.82%,2020/12
Other Financials,00379.HK,EG LEASING,0.150,1.11,1.08,-20.49%,-42.77%,-24.73%,-367.06%,N/A,83.33%,2020/12
Other Financials,00388.HK,HKEX,455.800,1.08,1.08,2.88%,23.52%,100.00%,68.34%,89.68%,5.69%,2020/12
Investments & Assets Management,00068.HK,LEE HING,0.520,2.44,2.44,-90.83%,-138.15%,100.00%,"-2,622.75%",N/A,51.27%,2020/12
Investments & Assets Management,00080.HK,CNEWECON FUND,0.211,11.92,11.92,-40.08%,-43.74%,100.00%,-910.33%,N/A,0.11%,2020/12
Investments & Assets Management,00133.HK,CHINA MERCHANTS,9.730,3.36,3.36,9.24%,11.58%,100.00%,557.45%,13.58%,N/A,2020/12
Investments & Assets Management,00165.HK,CHINA EB LTD,9.080,1.10,1.01,2.33%,4.98%,100.00%,9.98%,36.46%,69.79%,2020/12
Investments & Assets Management,00174.HK,GEMINI INV,0.770,1.01,0.58,-1.30%,-4.32%,67.99%,-38.59%,N/A,149.37%,2020/12
Securities,00064.HK,GET NICE,0.188,6.56,6.56,2.49%,3.38%,100.00%,37.73%,N/A,0.03%,2021/03
Other Financials,00397.HK,POWER FINANCIAL,0.100,41.14,41.12,3.03%,3.11%,78.68%,43.44%,N/A,0.64%,2020/12
Other Financials,00412.HK,CSFG,0.470,2.38,2.38,-1.14%,-11.89%,63.52%,-22.38%,N/A,621.32%,2020/12
Other Financials,00431.HK,G CHINA FIN,0.204,1.59,1.59,-26.09%,-96.26%,28.88%,-85.55%,N/A,86.64%,2020/12
Other Financials,00474.HK,ACESO LIFE SCI,0.214,1.85,1.43,-6.10%,-15.79%,61.56%,-108.67%,N/A,89.46%,2021/03
Other Financials,00530.HK,GOLDIN FIN HOLD,0.295,0.67,0.63,-25.58%,-64.11%,74.30%,"-1,266.55%",N/A,105.57%,2020/06
Investments & Assets Management,00204.HK,CHINA INV DEV,0.202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Investments & Assets Management,00235.HK,CHINA STRATEGIC,0.110,4.96,4.96,26.92%,38.44%,100.00%,890.66%,N/A,34.18%,2020/12
Investments & Assets Management,00310.HK,PROSP INV HOLD,0.034,1.74,1.74,-51.40%,-74.95%,100.00%,"-2,948.85%",N/A,0.20%,2020/12
Investments & Assets Management,00329.HK,OCI INTL,3.990,2.01,2.00,-2.04%,-3.95%,58.29%,-15.42%,N/A,71.21%,2020/12
Investments & Assets Management,00339.HK,CORE ECON INV,0.480,35.09,35.09,-32.78%,-33.69%,100.00%,"-1,468.86%",N/A,1.03%,2020/12
Securities,00111.HK,CINDA INTL HLDG,0.455,2.08,2.08,3.28%,8.46%,100.00%,39.28%,22.99%,105.23%,2020/12
Securities,00139.HK,CENTRALWEALTHGP,0.017,1.51,1.51,1.09%,2.17%,53.57%,4.14%,N/A,52.56%,2020/12
Securities,00188.HK,SUNWAH KINGSWAY,0.375,1.46,1.46,-2.05%,-4.17%,100.00%,-36.30%,-51.77%,6.40%,2020/06
Securities,00218.HK,SWHYHK,1.000,1.25,1.25,1.08%,4.35%,100.00%,21.03%,35.56%,106.81%,2020/12
Securities,00227.HK,FIRST SHANGHAI,0.340,1.34,1.24,-1.34%,-3.47%,56.44%,-19.72%,N/A,22.09%,2020/12
Other Financials,00559.HK,DETAI NEWENERGY,0.054,6.49,5.95,-15.40%,-19.51%,57.62%,-334.25%,N/A,17.28%,2020/06
Other Financials,00605.HK,C FIN SERVICES,1.700,2.83,2.83,3.05%,4.90%,78.82%,23.84%,N/A,43.32%,2019/12
Other Financials,00628.HK,GOME FIN TECH,0.530,2.37,2.37,0.56%,0.84%,100.00%,16.52%,N/A,49.35%,2020/12
Other Financials,00629.HK,YUE DA INTL,0.315,1.84,1.84,1.36%,2.76%,100.00%,22.03%,N/A,93.90%,2020/12
Other Financials,00668.HK,DOYEN INTL HOLD,0.245,7.22,7.22,11.13%,15.21%,100.00%,110.40%,N/A,0.58%,2020/12
Insurance,00376.HK,YUNFENG FIN,2.880,2.88,2.88,0.71%,4.62%,100.00%,7.76%,N/A,26.02%,2020/12
Investments & Assets Management,00356.HK,DT CAPITAL,0.040,27.19,27.19,-33.80%,-35.37%,100.00%,"-3,394.65%",N/A,1.78%,2020/12
Investments & Assets Management,00372.HK,PT INTL DEV,0.360,4.74,3.54,21.17%,23.54%,2.23%,11.38%,N/A,0.29%,2021/03
Investments & Assets Management,00378.HK,FDG KINETIC,0.018,0.50,0.48,-64.81%,-707.28%,7.72%,-851.46%,N/A,534.49%,2020/03
Investments & Assets Management,00428.HK,COCOON HOLDINGS,0.310,48.49,48.49,-2.25%,-2.56%,100.00%,-51.40%,N/A,12.51%,2020/12
Investments & Assets Management,00572.HK,FW HOLDINGS,0.121,0.29,0.27,-2.55%,-4.02%,29.10%,-16.19%,N/A,48.48%,2020/12
Securities,00231.HK,PING AN SEC GP,0.010,0.03,0.03,-80.16%,51.13%,100.00%,"-43,572.06%",N/A,-53.82%,2020/12
Securities,00245.HK,CHINA VERED FIN,0.100,3.42,3.42,5.23%,5.83%,100.00%,101.61%,N/A,0.34%,2020/12
Securities,00263.HK,GT GROUP HLDG,0.039,0.49,0.49,-56.38%,129.80%,96.28%,-967.76%,N/A,-288.37%,2019/12
Securities,00279.HK,FREEMAN FINTECH,0.090,0.15,0.15,-49.47%,23.59%,77.20%,"-2,680.97%",N/A,-102.39%,2021/03
Securities,00290.HK,C FORTUNE FIN,0.280,1.39,1.39,-1.41%,-4.16%,100.00%,-10.25%,N/A,102.71%,2021/03
Other Financials,00730.HK,SHOUGANG GRAND,0.148,4.58,4.58,0.28%,0.41%,86.39%,7.00%,N/A,20.21%,2020/12
Other Financials,00736.HK,CHINA PPT INV,0.475,8.18,7.84,3.70%,4.91%,100.00%,45.07%,N/A,23.67%,2021/03
Other Financials,00764.HK,ETERNITY INV,0.295,1.37,1.33,-3.67%,-5.95%,61.83%,-63.52%,N/A,40.19%,2020/12
Other Financials,00766.HK,SINO PROSPER GP,0.035,4.20,4.10,-3.53%,-4.31%,92.45%,-52.97%,N/A,0.61%,2020/03
Other Financials,00767.HK,ZHONG JI LS,0.630,8.18,8.18,-2.40%,-2.68%,90.55%,-14.35%,N/A,2.03%,2020/12
Insurance,00662.HK,ASIA FINANCIAL,3.730,6.91,6.91,2.12%,3.07%,100.00%,19.33%,22.60%,N/A,2020/12
Insurance,00945.HK,MANULIFE-S,152.600,N/A,N/A,0.65%,10.89%,100.00%,13.77%,38.10%,11.78%,2020/12
Insurance,00966.HK,CHINA TAIPING,12.900,1.33,1.33,0.56%,7.22%,100.00%,2.42%,21.95%,110.04%,2020/12
Insurance,01299.HK,AIA,95.800,1.37,1.37,1.77%,9.14%,100.00%,11.48%,36.35%,13.54%,2020/12
Insurance,01336.HK,NCI,26.000,2.07,2.07,1.42%,14.06%,100.00%,7.01%,30.35%,52.08%,2020/12
Investments & Assets Management,00612.HK,CHINA INV FUND,2.820,8.41,8.41,19.84%,25.55%,100.00%,"29,830.84%",N/A,21.84%,2020/12
Investments & Assets Management,00613.HK,PLANETREE INT'L,0.620,3.32,3.32,1.81%,2.37%,100.00%,23.62%,N/A,15.94%,2020/12
Investments & Assets Management,00697.HK,SHOUCHENG,1.840,6.88,6.88,4.66%,5.59%,24.71%,93.31%,101.46%,13.74%,2020/12
Investments & Assets Management,00721.HK,C FIN INT INV,0.125,2.64,2.64,-24.22%,-26.79%,100.00%,"-1,010.97%",N/A,8.14%,2020/06
Investments & Assets Management,00768.HK,UBA INVESTMENTS,0.060,302.69,302.69,-8.28%,-8.31%,100.00%,-235.40%,N/A,N/A,2021/03
Securities,00510.HK,CASH FIN SER GP,0.740,1.38,1.38,-2.67%,-8.80%,100.00%,-37.78%,N/A,29.40%,2020/12
Securities,00585.HK,IMAGI INT'L,1.140,5.70,5.70,24.52%,32.45%,100.00%,165.27%,N/A,0.15%,2020/12
Securities,00619.HK,SOUTH CHINA FIN,0.540,1.09,1.08,-13.43%,-47.65%,100.00%,-299.73%,N/A,100.13%,2020/12
Securities,00622.HK,OSHIDORI,0.650,12.80,12.80,25.86%,28.38%,100.00%,"1,005.34%",N/A,2.47%,2020/12
Securities,00665.HK,HAITONG INT'L,2.130,1.18,1.18,1.32%,6.83%,100.00%,23.20%,48.83%,235.07%,2020/12
Other Financials,00863.HK,BC TECH GROUP,18.120,1.04,0.18,-7.27%,-173.74%,80.61%,-114.48%,N/A,447.32%,2020/12
Other Financials,00900.HK,AEON CREDIT,5.030,4.46,4.46,5.93%,8.81%,95.55%,31.85%,55.54%,37.04%,2021/02
Other Financials,00986.HK,CH ENV ENERGY,0.113,4.88,3.55,1.24%,1.44%,22.25%,4.21%,N/A,7.41%,2021/03
Other Financials,00993.HK,HUARONG INT FIN,0.224,1.30,1.30,-9.28%,"-1,270.59%",100.00%,-92.72%,N/A,"11,129.86%",2019/12
Insurance,01339.HK,PICC GROUP,2.600,1.17,1.17,1.60%,9.90%,100.00%,3.44%,34.67%,29.51%,2020/12
Insurance,01508.HK,CHINA RE,0.790,2.26,2.26,1.26%,6.14%,100.00%,3.40%,31.54%,28.52%,2020/12
Insurance,02318.HK,PING AN,74.900,0.71,0.71,1.50%,18.77%,100.00%,10.83%,27.16%,120.24%,2020/12
Insurance,02328.HK,PICC P&C,6.890,1.11,1.11,3.23%,11.13%,100.00%,4.82%,39.98%,13.31%,2020/12
Insurance,02378.HK,PRU,150.900,2.30,2.30,0.41%,10.14%,100.00%,3.78%,19.73%,43.48%,2020/12
Investments & Assets Management,00770.HK,SHANGHAI GROWTH,0.305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Investments & Assets Management,00806.HK,VALUE PARTNERS,4.820,4.43,4.43,21.90%,25.46%,80.06%,53.86%,45.70%,1.84%,2020/12
Investments & Assets Management,00810.HK,CH INTERNET INV,0.460,4.65,4.65,-45.98%,-51.75%,100.00%,"-3,421.18%",N/A,2.54%,2020/12
Investments & Assets Management,00851.HK,SHENG YUAN HLDG,0.052,3.29,3.29,15.02%,-23.65%,100.00%,26.95%,N/A,-219.96%,2020/12
Investments & Assets Management,00901.HK,GOLDSTONE INV,0.240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Securities,00717.HK,EMPEROR CAPITAL,0.131,2.04,2.04,-6.89%,-15.59%,100.00%,-75.18%,N/A,85.62%,2020/09
Securities,00804.HK,PINESTONE,0.050,6.99,6.99,-8.25%,-9.57%,100.00%,-59.19%,N/A,0.89%,2020/12
Securities,00812.HK,SWSI,0.077,1.15,1.15,-6.90%,-48.85%,100.00%,-55.14%,N/A,557.76%,2020/12
Securities,00821.HK,VC HOLDINGS,0.250,10.35,10.35,-3.41%,-3.78%,92.08%,-40.67%,N/A,3.41%,2020/12
Securities,00952.HK,TONGHAI FIN,0.260,2.35,2.35,1.04%,1.75%,100.00%,9.35%,29.76%,33.15%,2020/12
Banks,00005.HK,HSBC HOLDINGS,44.850,0.79,0.79,0.13%,1.98%,N/A,7.73%,78.95%,N/A,2020/12
Insurance,02601.HK,CPIC,24.100,0.72,0.72,1.39%,11.42%,100.00%,5.87%,49.43%,43.79%,2020/12
Insurance,02628.HK,CHINA LIFE,15.320,0.80,0.80,1.18%,11.17%,100.00%,6.24%,36.16%,39.88%,2020/12
Insurance,06060.HK,ZA ONLINE,42.150,24.28,24.28,1.21%,3.53%,100.00%,2.99%,N/A,43.21%,2020/12
Insurance,06161.HK,TARGET INS,0.890,7.82,7.82,2.97%,18.32%,100.00%,13.05%,N/A,49.69%,2020/12
Insurance,08109.HK,KIRIN GROUP,0.270,0.87,0.87,-25.62%,-279.30%,54.47%,-125.26%,N/A,804.68%,2020/12
Investments & Assets Management,00905.HK,GLOBAL M CAP,0.115,7.44,7.44,-5.87%,-6.75%,100.00%,-311.28%,N/A,4.62%,2020/12
Investments & Assets Management,00913.HK,UNITY INV HOLD,0.305,209.92,209.92,-18.41%,-18.46%,100.00%,"-302,628.57%",N/A,N/A,2020/12
Investments & Assets Management,01041.HK,LAMTEX HLDGS,0.043,2.03,1.97,-54.51%,-89.97%,25.08%,-299.89%,N/A,54.52%,2019/12
Investments & Assets Management,01062.HK,CDB INT'L INV,0.146,0.72,0.72,2.37%,2.88%,100.00%,27.21%,N/A,21.13%,2020/12
Securities,01031.HK,KINGSTON FIN,0.550,1.90,1.90,0.19%,0.27%,100.00%,2.74%,N/A,27.73%,2021/03
Securities,01073.HK,DA YU FIN,0.285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Securities,01141.HK,CMBC CAPITAL,0.096,1.30,1.30,3.52%,15.12%,100.00%,38.58%,39.76%,305.28%,2020/12
Securities,01375.HK,CC SECURITIES,1.470,2.75,2.75,0.20%,0.78%,4.80%,3.36%,85.00%,266.96%,2020/12
Securities,01428.HK,BRIGHT SMART,1.990,1.14,1.14,4.44%,33.04%,100.00%,54.77%,31.35%,539.91%,2021/03
Banks,00011.HK,HANG SENG BANK,155.700,0.78,0.78,0.91%,8.73%,N/A,29.43%,65.79%,N/A,2020/12
Banks,00023.HK,BANK OF E ASIA,14.220,0.78,0.78,0.32%,2.85%,N/A,16.30%,41.24%,N/A,2020/12
Banks,00416.HK,BANKOFJINZHOU,1.830,0.84,0.84,-0.03%,-0.31%,N/A,-2.23%,N/A,N/A,2020/12
Banks,00440.HK,DAH SING,26.350,0.80,0.80,0.45%,4.08%,N/A,19.55%,25.97%,N/A,2020/12
Banks,00626.HK,PUBLIC FIN HOLD,2.530,0.99,0.99,0.87%,4.80%,N/A,25.48%,41.44%,N/A,2020/12
Securities,01456.HK,GUOLIAN SEC,3.680,1.55,1.55,1.27%,5.55%,100.00%,21.96%,42.86%,230.96%,2020/12
Securities,01461.HK,LUZHENG FUTURES,0.550,1.18,1.17,0.44%,2.54%,100.00%,11.63%,39.33%,N/A,2020/12
Securities,01469.HK,GET NICE FIN,0.880,6.32,6.32,4.46%,5.30%,100.00%,55.91%,66.67%,0.07%,2021/03
Securities,01476.HK,HENGTOU SEC,3.150,1.54,1.54,1.26%,4.70%,100.00%,11.82%,N/A,119.85%,2020/12
Banks,00939.HK,CCB,6.070,0.79,0.79,0.94%,11.42%,N/A,37.16%,30.75%,N/A,2020/12
